ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
13,GEORGIA,GA,Jenkins,13165,"Jenkins County, Georgia",347.3247437,8827,0,4652,315,3409,270,2561,585,138,67,16089,1964,1204,319,1484,242,2040,369,1258,252,330,143,3882,540,252,211,0,26,1263,232,83,54,382,165,75,81,29.3,6.7,4.0,1.8,16089.0,1964.0,20.7,5.3,16.8,2.7,23.1,4.2,14.4,2.9,9.7,4.1,44.0,6.1,3.1,2.6,0.0,0.6,27.1,4.7,2.4,1.6,11.2,4.6,0.8,0.9,0.9177,0.0696,0.9684,0.6835,2.6392,0.7722,0.557,0.4494,0.2785,0.4873,1.7722,0.3354,0.7025,0.8671,1.5696,0.9304,0.0,0.5949,0.5696,0.8924,0.1899,2.2468,0.3481,8.2278,0.6203,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1459,356,16.7,4.1,6623
13,GEORGIA,GA,Burke,13033,"Burke County, Georgia",827.0345423,22550,0,10004,48,8184,278,5523,896,477,157,21334,1218,3059,412,3299,58,5891,73,3207,344,958,216,11932,29,142,113,43,33,3581,302,258,137,723,152,212,72,24.8,4.1,5.0,1.6,21334.0,1218.0,20.8,2.8,14.6,0.3,26.1,0.3,14.4,1.5,11.7,2.6,52.9,0.1,0.7,0.5,0.4,0.3,35.8,3.0,3.2,1.7,8.8,1.8,0.9,0.3,0.7215,0.2405,0.6013,0.6962,2.2595,0.6013,0.2848,0.8671,0.2785,0.7215,2.1519,0.5759,0.8101,0.3228,1.1329,0.6203,0.1013,0.8671,0.8228,0.6835,0.2215,2.6962,0.538,8.2405,0.6266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3032,485,13.6,2.2,26240
13,GEORGIA,GA,Wayne,13305,"Wayne County, Georgia",641.9371698,29767,0,12241,106,10353,345,5372,875,870,311,21067,1359,3626,444,4479,16,7370,45,4501,424,790,222,8561,126,430,170,178,65,3780,398,296,149,908,239,2099,277,19.6,3.2,7.6,2.6,21067.0,1359.0,18.1,2.2,15.0,0.1,24.8,0.2,16.3,1.5,7.6,2.1,28.8,0.4,1.6,0.6,1.5,0.5,30.9,3.2,2.9,1.4,8.8,2.2,7.1,0.9,0.4114,0.6266,0.6329,0.5,2.1709,0.557,0.3165,0.6835,0.5063,0.2025,1.7088,0.3291,0.3165,0.6772,0.9937,0.4747,0.4367,0.7089,0.7215,0.6835,0.8418,3.3924,0.943,8.2658,0.6329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4920,655,17.8,2.4,26635
13,GEORGIA,GA,Whitfield,13313,"Whitfield County, Georgia",290.437377,103849,0,39913,102,36043,612,18229,1740,3178,485,23271,954,20409,978,13991,136,27461,33,11261,820,3425,463,42497,67,9746,883,2719,383,5756,458,2342,431,2232,408,1399,273,17.8,1.7,6.3,1.0,23271.0,954.0,30.6,1.5,13.5,0.1,26.4,0.0,10.9,0.8,9.5,1.3,40.9,0.1,10.1,0.9,6.8,1.0,14.4,1.2,6.5,1.2,6.2,1.1,1.3,0.3,0.3354,0.4304,0.3861,0.981,2.1329,0.5253,0.2089,0.8734,0.0886,0.481,1.6519,0.2848,0.557,0.9937,1.5507,0.9114,0.8861,0.3165,0.9873,0.3987,0.4051,2.9937,0.7342,8.3292,0.6392,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,18057,1477,17.5,1.4,119846
13,GEORGIA,GA,Talbot,13263,"Talbot County, Georgia",391.3772317,6378,0,3413,19,2766,119,1204,210,218,78,20785,1759,926,129,1439,0,1118,0,1231,161,229,79,3795,19,24,69,67,42,1151,131,83,51,240,67,17,12,19.1,3.3,7.9,2.9,20785.0,1759.0,19.5,2.8,22.6,0.0,17.5,0.0,19.4,2.5,8.3,2.8,59.5,0.3,0.4,1.1,2.0,1.2,33.7,3.8,3.0,1.9,8.7,2.4,0.3,0.2,0.3797,0.6962,0.6582,0.5886,2.3227,0.6329,0.9114,0.0696,0.8481,0.2911,2.1202,0.5696,0.8734,0.1835,1.0569,0.5253,0.5696,0.8101,0.7595,0.6646,0.0443,2.8481,0.6266,8.3479,0.6456,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1004,285,15.8,4.5,3940
13,GEORGIA,GA,Brooks,13027,"Brooks County, Georgia",493.0942658,15622,0,7777,31,6350,257,4188,588,658,226,23421,3130,1912,317,2979,49,3423,0,2705,358,381,97,6766,37,303,192,149,102,2227,292,188,94,402,108,106,50,27.0,3.8,10.2,3.4,23421.0,3130.0,17.2,2.9,19.1,0.3,21.9,0.0,17.4,2.3,6.0,1.5,43.3,0.2,2.1,1.3,1.9,1.3,28.6,3.7,3.0,1.5,6.3,1.7,0.7,0.3,0.8544,0.8861,0.3671,0.443,2.5506,0.7278,0.7975,0.3418,0.6392,0.0886,1.8671,0.4304,0.6456,0.7722,1.4178,0.8228,0.5506,0.6392,0.7595,0.4241,0.1646,2.538,0.4684,8.3735,0.6519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232,527,20.8,3.4,11068
13,GEORGIA,GA,Marion,13197,"Marion County, Georgia",366.0167612,8484,0,4189,39,3331,206,1755,405,394,146,22478,2466,1412,236,1724,219,1645,73,1225,220,276,108,3455,20,299,294,94,60,1588,193,67,47,215,84,88,81,21.0,4.9,10.3,3.9,22478.0,2466.0,23.1,3.8,20.3,2.6,19.4,0.9,14.6,2.6,8.3,3.2,40.7,0.2,3.7,3.6,2.2,1.5,37.9,4.7,2.0,1.4,6.5,2.5,1.0,1.0,0.5,0.8924,0.4557,0.8291,2.6772,0.7785,0.8418,0.1456,0.3038,0.2911,1.5823,0.2215,0.5506,0.8987,1.4493,0.8354,0.6076,0.8987,0.4241,0.4494,0.3101,2.6899,0.5316,8.3987,0.6582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,313,14.2,3.7,5312
13,GEORGIA,GA,Lanier,13173,"Lanier County, Georgia",196.5360675,10366,0,4398,47,3724,200,2377,569,347,195,18800,2467,1409,332,1319,145,2642,141,1758,288,449,153,3247,21,10,84,86,80,1256,235,18,39,341,145,307,116,23.8,5.7,8.7,5.0,18800.0,2467.0,20.6,4.8,12.7,1.4,25.5,1.4,17.9,3.0,12.1,4.1,31.3,0.2,0.1,0.9,2.0,1.8,28.6,5.3,0.5,1.0,9.2,3.9,3.0,1.1,0.6519,0.7975,0.8481,0.6709,2.9684,0.8228,0.1456,0.8038,0.7089,0.7532,2.4115,0.7911,0.3671,0.0633,0.4304,0.1013,0.5696,0.6392,0.0063,0.7405,0.6392,2.5948,0.4937,8.4051,0.6646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535,401,15.7,4.1,6961
13,GEORGIA,GA,Pulaski,13235,"Pulaski County, Georgia",249.2612562,11295,0,4729,438,3817,399,2512,643,187,117,19389,2170,1627,386,2139,339,1989,331,1993,356,512,205,4574,511,2,81,165,112,997,242,36,33,306,148,1547,741,25.9,5.8,4.8,2.9,19389.0,2170.0,19.6,4.3,18.9,3.0,17.6,2.9,20.4,3.1,13.4,5.2,40.5,4.5,0.0,0.7,3.5,2.4,21.1,4.8,0.9,0.9,8.0,3.8,13.7,6.6,0.7848,0.2025,0.7911,0.6013,2.3797,0.6519,0.7848,0.0759,0.9177,0.8924,2.6708,0.9241,0.538,0.0,0.538,0.1456,0.7532,0.481,0.0886,0.5823,0.943,2.8481,0.6266,8.4366,0.6709,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,1486,377,15.2,3.7,9119
13,GEORGIA,GA,Meriwether,13199,"Meriwether County, Georgia",501.2231522,21113,0,9981,84,8151,321,4503,675,513,159,20060,1160,3079,362,4082,22,4617,27,4463,455,801,181,9221,49,24,97,449,173,1930,314,128,65,902,219,289,199,21.5,3.2,5.9,1.8,20060.0,1160.0,20.9,2.4,19.3,0.1,21.9,0.1,21.2,2.2,9.8,2.2,43.7,0.2,0.1,0.5,4.5,1.7,19.3,3.2,1.6,0.8,11.1,2.7,1.4,0.9,0.5316,0.3734,0.7405,0.7152,2.3607,0.6392,0.8165,0.3418,0.943,0.5,2.6013,0.8924,0.6646,0.0633,0.7279,0.3038,0.7975,0.4114,0.2405,0.8734,0.4241,2.7469,0.5633,8.4368,0.6772,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3004,478,14.3,2.3,17011
13,GEORGIA,GA,Berrien,13019,"Berrien County, Georgia",453.3763642,19025,0,8767,53,7322,227,4935,626,663,217,18611,1056,2864,330,3269,48,4601,0,3717,406,595,132,3388,6,132,97,50,59,2995,283,118,64,732,176,182,116,26.3,3.3,8.6,2.8,18611.0,1056.0,21.9,2.5,17.2,0.3,24.2,0.0,19.8,2.2,8.1,1.8,17.8,0.0,0.7,0.5,0.6,0.7,34.2,3.2,1.6,0.9,10.0,2.4,1.0,0.6,0.8038,0.7785,0.8734,0.7658,3.2215,0.9051,0.6329,0.6203,0.8797,0.2595,2.3924,0.7658,0.1582,0.3228,0.481,0.1139,0.1709,0.8228,0.2405,0.8101,0.3101,2.3544,0.4051,8.4493,0.6835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4063,423,21.7,2.3,15050
13,GEORGIA,GA,Liberty,13179,"Liberty County, Georgia",516.4702573,62108,0,27997,144,23232,524,10043,1219,2926,488,21430,586,3252,325,5189,80,17572,40,7658,580,3344,342,37503,63,845,270,1555,297,4293,379,639,220,1438,246,2041,323,16.8,2.0,11.4,1.8,21430.0,586.0,9.1,0.9,8.4,0.1,28.3,0.1,13.6,1.0,14.4,1.4,60.4,0.1,1.5,0.5,5.6,1.1,15.3,1.3,2.8,0.9,6.2,1.0,3.3,0.5,0.2975,0.9304,0.5823,0.0633,1.8735,0.4304,0.0063,0.9873,0.2089,0.9494,2.1519,0.5759,0.8861,0.6456,1.5317,0.8797,0.8481,0.3291,0.6835,0.3987,0.6582,2.9176,0.6899,8.4747,0.6899,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,3,6992,846,12.5,1.5,55471
13,GEORGIA,GA,Muscogee,13215,"Muscogee County, Georgia",216.4371761,196670,0,84416,298,72924,769,40083,2328,8113,678,25318,650,16128,894,24712,98,48785,0,32929,1377,9107,584,116625,293,2190,403,12186,699,1326,244,1504,275,7907,558,7179,722,21.1,1.2,9.2,0.8,25318.0,650.0,12.7,0.7,12.6,0.1,24.8,0.0,17.6,0.7,12.5,0.8,59.3,0.1,1.2,0.2,14.4,0.8,1.6,0.3,2.1,0.4,10.8,0.7,3.7,0.4,0.5063,0.8291,0.2785,0.1835,1.7974,0.3861,0.1392,0.6835,0.6582,0.8038,2.2847,0.7025,0.8671,0.557,1.4241,0.8291,0.9747,0.019,0.4873,0.8671,0.7025,3.0506,0.7785,8.5568,0.6962,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,24061,1403,12.9,0.7,205060
13,GEORGIA,GA,Wheeler,13309,"Wheeler County, Georgia",295.4894139,7939,0,2619,81,1937,168,1765,434,239,127,12292,1435,1208,233,1101,0,1344,0,961,227,92,57,3488,19,19,77,24,32,832,144,64,59,236,70,1323,265,26.8,6.3,11.0,5.8,12292.0,1435.0,22.0,3.9,13.9,0.0,16.9,0.0,14.5,3.5,4.7,2.9,43.9,0.2,0.2,1.0,0.9,1.2,31.8,5.5,3.3,3.1,12.2,3.4,16.7,3.3,0.8418,0.9114,1.0,0.7722,3.5254,0.9684,0.2215,0.0316,0.2911,0.019,0.5632,0.0063,0.6962,0.1076,0.8038,0.3608,0.2532,0.7468,0.8544,0.9367,0.9557,3.7468,0.9937,8.6392,0.7025,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,1104,333,16.7,4.8,6047
13,GEORGIA,GA,Thomas,13275,"Thomas County, Georgia",544.6091158,44730,0,20615,78,17352,404,9135,1103,1642,320,25542,1484,5290,558,7677,51,10756,42,7754,555,2342,375,18972,15,389,156,445,163,3666,318,592,163,1256,306,788,174,20.8,2.5,8.1,1.5,25542.0,1484.0,17.4,1.8,17.2,0.1,24.0,0.1,17.6,1.3,13.5,2.1,42.4,0.0,0.9,0.4,2.2,0.8,17.8,1.5,3.4,0.9,7.2,1.7,1.8,0.4,0.481,0.7405,0.2722,0.4557,1.9494,0.443,0.6329,0.5823,0.6582,0.8987,2.7721,0.943,0.6139,0.4747,1.0886,0.5823,0.6076,0.3734,0.8671,0.519,0.4937,2.8608,0.6519,8.6709,0.7089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6957,845,15.8,1.9,48426
13,GEORGIA,GA,Hancock,13141,"Hancock County, Georgia",471.066847,8535,0,5371,429,2991,455,1426,455,83,47,16713,3332,1906,300,1844,0,1208,34,948,188,185,95,6467,19,20,72,129,83,2163,301,17,33,332,184,2630,848,24.1,6.3,4.0,2.1,16713.0,3332.0,28.5,4.4,21.6,0.0,14.2,0.4,16.0,2.9,6.2,3.1,75.8,0.2,0.2,0.9,2.4,1.5,40.3,4.5,0.6,1.1,11.1,4.8,30.8,9.9,0.6835,0.0696,0.943,0.943,2.6391,0.7658,0.8987,0.0127,0.481,0.1203,1.5127,0.1899,0.9937,0.1076,1.1013,0.5949,0.6456,0.943,0.0253,0.8734,0.9873,3.4746,0.9747,8.7277,0.7152,0,0,1,1,2,0,0,0,0,0,1,0,1,0,1,0,0,1,2,5,563,201,9.5,2.8,7136
13,GEORGIA,GA,Dodge,13091,"Dodge County, Georgia",495.9545561,20919,0,9810,319,7694,414,4447,640,583,142,18921,1364,2502,317,3540,54,4182,9,3598,406,837,224,7259,25,138,159,174,124,3252,359,151,101,679,188,2064,780,23.6,3.3,7.2,1.8,18921.0,1364.0,16.8,2.1,16.9,0.3,20.0,0.0,18.9,2.0,10.9,2.9,34.7,0.1,0.7,0.8,1.8,1.3,33.1,3.2,2.0,1.3,8.8,2.3,9.9,3.7,0.6329,0.5633,0.8354,0.3987,2.4303,0.6646,0.5823,0.1899,0.8228,0.6456,2.2406,0.6772,0.4304,0.3228,0.7532,0.3228,0.5253,0.7785,0.4241,0.6835,0.9114,3.3228,0.9114,8.7469,0.7215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2145,400,11.3,2.1,19559
13,GEORGIA,GA,Richmond,13245,"Richmond County, Georgia",324.3166058,201463,0,88145,314,72165,905,44956,2767,9290,858,22045,600,21762,1067,26601,32,46913,140,32216,1167,8966,727,130814,217,1377,373,7641,610,6890,620,1450,285,6864,604,9899,773,23.4,1.4,10.3,1.0,22045.0,600.0,16.6,0.8,13.2,0.1,23.3,0.1,16.8,0.6,12.4,1.0,64.9,0.1,0.7,0.2,8.7,0.7,7.8,0.7,2.0,0.4,9.5,0.8,4.9,0.4,0.6203,0.8924,0.519,0.3861,2.4178,0.6582,0.1772,0.4873,0.5823,0.7848,2.0316,0.519,0.9304,0.3228,1.2532,0.7468,0.9304,0.1456,0.4241,0.7722,0.7722,3.0445,0.7722,8.7471,0.7278,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,26144,1507,13.6,0.8,221566
13,GEORGIA,GA,Telfair,13271,"Telfair County, Georgia",437.3072708,16115,0,7263,92,4931,339,3617,701,131,75,15200,1435,3607,392,2720,0,2743,0,1519,303,508,205,8193,23,1327,187,62,62,2259,316,95,72,346,124,3273,232,28.2,5.4,2.6,1.4,15200.0,1435.0,29.7,3.2,16.9,0.0,17.0,0.0,11.8,2.3,10.3,4.1,50.8,0.1,8.6,1.2,0.9,0.9,31.1,4.3,1.9,1.5,7.0,2.5,20.3,1.4,0.8987,0.0063,0.981,0.9747,2.8607,0.8038,0.5823,0.038,0.1266,0.5823,1.3292,0.1076,0.7911,0.981,1.7721,0.9747,0.2532,0.7152,0.3671,0.5,0.962,2.7975,0.5949,8.7595,0.7342,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4,1468,351,11.4,2.7,13670
13,GEORGIA,GA,Bibb,13021,"Bibb County, Georgia",249.3983297,153490,0,70205,194,58010,762,37664,2105,6025,808,24409,758,14227,856,22757,121,38018,73,23360,1015,7557,597,93993,93,1362,351,7094,621,2110,310,1171,265,6809,576,6376,448,25.7,1.4,8.8,1.2,24409.0,758.0,14.3,0.9,14.8,0.1,24.8,0.0,15.6,0.7,13.0,1.0,61.2,0.1,1.0,0.2,10.1,0.9,3.0,0.4,2.0,0.5,11.7,1.0,4.2,0.3,0.7785,0.8038,0.3101,0.2532,2.1456,0.5443,0.3038,0.6835,0.4241,0.8544,2.2658,0.6835,0.8987,0.5063,1.405,0.8101,0.9494,0.0443,0.4241,0.9114,0.7278,3.057,0.7911,8.8734,0.7405,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,20077,1455,13.4,1.0,177006
13,GEORGIA,GA,Ben Hill,13017,"Ben Hill County, Georgia",250.1220447,17154,0,7978,78,6569,278,5304,717,314,117,17563,1008,1977,334,2781,30,4345,0,2701,412,923,271,7498,21,122,105,149,90,1884,256,39,31,1040,234,325,131,31.6,4.2,4.7,1.7,17563.0,1008.0,17.3,2.9,16.2,0.2,25.3,0.0,16.1,2.4,14.1,4.1,43.7,0.1,0.8,0.7,1.9,1.1,23.6,3.2,0.6,0.5,15.8,3.5,1.9,0.8,0.9557,0.1772,0.9241,0.4494,2.5064,0.7089,0.462,0.7848,0.4873,0.9304,2.6645,0.9177,0.6646,0.4177,1.0823,0.5633,0.5506,0.5506,0.0253,0.981,0.5316,2.6391,0.5127,8.8923,0.7468,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,4,2899,381,17.2,2.2,16984
13,GEORGIA,GA,Peach,13225,"Peach County, Georgia",150.266391,26966,0,11496,118,10103,291,5392,893,1061,231,22767,1771,2789,354,4070,85,5796,64,4728,515,1277,257,14579,25,480,176,448,159,1800,294,181,80,1054,272,2029,275,21.5,3.5,9.2,2.1,22767.0,1771.0,16.0,2.1,15.1,0.3,21.5,0.2,17.6,1.9,12.6,2.5,54.1,0.1,1.9,0.7,3.9,1.4,15.7,2.6,1.8,0.8,10.4,2.7,7.5,1.0,0.5316,0.8291,0.4367,0.3418,2.1392,0.5316,0.3354,0.2911,0.6582,0.8228,2.1075,0.5633,0.8228,0.7278,1.5506,0.9051,0.7785,0.3481,0.3165,0.8291,0.8544,3.1266,0.8228,8.9239,0.7532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3633,549,13.5,2.0,25943
13,GEORGIA,GA,Grady,13131,"Grady County, Georgia",454.5008272,24926,0,10848,55,9037,287,5774,1053,727,189,22442,1610,3343,360,4277,81,6216,14,5156,575,991,234,10419,25,868,216,194,107,3106,310,250,111,518,165,171,96,23.5,4.3,6.6,1.7,22442.0,1610.0,19.7,2.2,17.2,0.3,24.9,0.1,20.8,2.3,11.0,2.6,41.8,0.1,3.7,0.9,1.8,1.0,28.6,2.9,2.8,1.2,5.7,1.8,0.7,0.4,0.6266,0.481,0.4684,0.6139,2.1899,0.5633,0.6329,0.7089,0.9367,0.6519,2.9304,0.9747,0.5949,0.8987,1.4936,0.8544,0.5253,0.6392,0.6835,0.3671,0.1646,2.3797,0.4114,8.9936,0.7595,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4527,521,18.3,2.1,20262
13,GEORGIA,GA,Tattnall,13267,"Tattnall County, Georgia",480.8199573,25353,0,9984,202,8237,288,4276,700,310,125,17553,1365,4381,329,3434,48,5239,0,3258,353,1044,218,10603,134,473,184,44,35,3662,326,355,147,571,144,6418,454,22.5,3.7,3.8,1.5,17553.0,1365.0,24.6,1.9,13.5,0.2,20.7,0.0,17.2,1.8,12.7,2.6,41.8,0.5,2.0,0.8,0.4,0.4,36.7,3.3,4.3,1.8,6.9,1.8,25.3,1.8,0.5886,0.057,0.9304,0.8544,2.4304,0.6709,0.2089,0.2215,0.6139,0.8291,1.8734,0.4367,0.5949,0.7532,1.3481,0.7848,0.1013,0.8797,0.9177,0.481,0.9747,3.3544,0.9241,9.0063,0.7658,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,2556,339,13.5,1.7,21022
13,GEORGIA,GA,Chattooga,13055,"Chattooga County, Georgia",313.3265591,24817,0,10956,105,9098,263,4533,650,798,190,18209,1109,4598,356,4201,62,5614,53,4173,347,682,173,4242,25,347,144,279,83,2432,270,593,165,526,146,1726,265,19.9,2.8,8.2,1.9,18209.0,1109.0,26.9,2.1,16.9,0.2,22.6,0.2,18.0,1.5,7.5,1.9,17.1,0.1,1.5,0.6,2.5,0.8,22.2,2.5,6.5,1.8,5.8,1.6,7.0,1.1,0.4241,0.7468,0.8987,0.9241,2.9937,0.8481,0.5823,0.4177,0.7278,0.1962,1.924,0.4747,0.1329,0.6456,0.7785,0.3481,0.6646,0.5127,0.9873,0.3797,0.8228,3.3671,0.9367,9.0633,0.7722,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3555,371,15.4,1.6,20306
13,GEORGIA,GA,Treutlen,13283,"Treutlen County, Georgia",199.4330298,6777,0,3376,247,2641,192,1359,467,153,61,23907,3740,1207,218,1299,203,1582,241,1364,219,228,87,1971,249,200,164,8,23,1289,195,76,65,237,104,454,147,21.2,7.3,5.7,2.2,23907.0,3740.0,25.5,4.5,19.2,3.0,23.3,3.6,21.2,3.3,8.6,3.3,29.1,3.7,3.2,2.6,0.2,0.7,38.2,5.6,2.9,2.5,9.0,3.8,6.7,2.2,0.5127,0.3481,0.3418,0.8797,2.0823,0.5,0.8101,0.4873,0.943,0.3418,2.5822,0.8734,0.3291,0.8861,1.2152,0.7278,0.038,0.9114,0.7215,0.7215,0.8038,3.1962,0.8418,9.0759,0.7785,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,1284,355,19.9,5.5,5315
13,GEORGIA,GA,Johnson,13167,"Johnson County, Georgia",303.0187295,9730,0,4109,44,3361,139,2131,431,417,183,20773,1350,1531,249,1722,2,1929,54,1711,254,273,92,3643,19,8,74,134,58,1125,148,162,72,380,113,247,118,22.6,4.5,9.0,3.9,20773.0,1350.0,22.8,3.5,17.7,0.1,19.8,0.6,18.0,2.6,8.1,2.7,37.4,0.2,0.1,0.8,3.3,1.4,27.4,3.5,4.8,2.2,11.3,3.2,2.5,1.2,0.5949,0.8165,0.6646,0.8165,2.8925,0.8165,0.6772,0.1772,0.7278,0.2595,1.8417,0.3924,0.4937,0.0633,0.557,0.1709,0.7342,0.6139,0.9494,0.8987,0.5886,3.7848,1.0,9.076,0.7848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1400,324,14.8,3.4,6896
13,GEORGIA,GA,Warren,13301,"Warren County, Georgia",284.3577936,5346,0,2980,45,2332,117,1387,256,189,77,22916,3317,1038,158,1119,0,1128,0,698,119,235,68,3350,19,23,81,137,55,1063,148,23,28,373,97,82,72,26.3,4.9,8.0,3.2,22916.0,3317.0,26.5,4.0,20.9,0.0,21.1,0.0,13.2,2.2,10.1,2.9,62.7,0.4,0.5,1.6,4.6,1.9,35.7,4.8,1.0,1.2,16.0,3.9,1.5,1.3,0.8038,0.7278,0.4177,0.9114,2.8607,0.8038,0.8544,0.2785,0.1835,0.538,1.8544,0.4114,0.9177,0.2278,1.1455,0.6456,0.8038,0.8608,0.1203,0.9873,0.462,3.2342,0.8544,9.0948,0.7911,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3,716,171,13.6,3.2,4303
13,GEORGIA,GA,Charlton,13049,"Charlton County, Georgia",780.0865225,12983,0,4492,68,3559,195,2866,605,582,218,19341,1566,2417,490,1927,68,2475,10,2395,382,220,91,5000,21,664,186,29,24,1944,235,29,23,327,100,1186,222,24.4,5.1,12.2,4.1,19341.0,1566.0,26.7,4.9,14.8,0.5,19.1,0.1,20.2,3.3,6.2,2.5,38.5,0.2,5.4,1.5,0.6,0.5,43.3,5.3,0.8,0.7,9.2,2.8,9.1,1.7,0.6962,0.9494,0.8101,0.9177,3.3734,0.9367,0.3038,0.1139,0.8987,0.1203,1.4367,0.1392,0.5127,0.9494,1.4621,0.8418,0.1709,0.962,0.0696,0.7405,0.8861,2.8291,0.6076,9.1013,0.7975,0,1,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,4,2501,547,21.1,4.6,9659
13,GEORGIA,GA,Clayton,13063,"Clayton County, Georgia",141.6724613,278666,0,105298,190,92845,898,54635,3293,11816,853,20419,431,26249,1192,24343,67,78332,67,29358,1452,15771,950,248934,238,12695,840,13058,808,3306,409,3286,409,6577,647,4915,457,20.0,1.2,8.5,0.6,20419.0,431.0,15.3,0.7,8.7,0.1,28.1,0.0,10.7,0.5,17.0,1.0,89.3,0.1,4.9,0.3,12.4,0.8,3.1,0.4,3.5,0.4,7.1,0.7,1.8,0.2,0.4367,0.7658,0.7089,0.3101,2.2215,0.5823,0.0127,0.9747,0.0759,0.9873,2.0506,0.5316,1.0,0.9367,1.9367,0.9937,0.9684,0.0506,0.8861,0.5063,0.4937,2.9051,0.6772,9.1139,0.8038,0,0,0,0,0,0,1,0,1,2,1,1,2,1,0,0,0,0,1,5,52863,2238,19.2,0.8,269776
